"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"DS_SITUACAO_JULGAMENTO_URNA";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA";"BENS_TOTAL"
250002034099;"ITAMAR TAVARES GARCIA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";589;"SUPLENTE";18135,8;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";NA
250002034090;"SHIRLEI APARECIDA MOURA DA SILVA";"#NULO";"PSB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";299;"SUPLENTE";28135,81;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";NA
250002034116;"JOSE WELINGTON DOS REIS SILVA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ADVOGADO";"#NE";"N";"DEFERIDO";314;"SUPLENTE";15918,8;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";2610000
250002034101;"EDGAR FRANCISCO DA SILVA";"#NULO";"PSB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";6647;"SUPLENTE";72749,61;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de partido político";NA
250002034135;"CIRO MARTINS DOS SANTOS";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ENGENHEIRO";"#NE";"N";"DEFERIDO";342;"SUPLENTE";71508,81;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";NA
250001962505;"CAIO VINICIUS DE MOURA LUZ";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";16718;"SUPLENTE";684750;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político, Recursos de outros candidatos";242063,19
250001962462;"EDSON MARQUES PEREIRA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"GERENTE";"#NE";"N";"DEFERIDO";576;"SUPLENTE";259670;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";663000
250001962463;"ELINALVA ORTEGAS ESTANISLAU";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";35622;"ELEITO POR MÉDIA";1736000;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";45300
250001962512;"TIAGO HENRIQUE NITOPI";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";1140;"SUPLENTE";50000;"OUTROS RECURSOS";"Recursos de partido político";600963,65
250001962501;"JOSE NERIVAN DA SILVA";"#NULO";"MDB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA";"#NE";"N";"DEFERIDO";2553;"SUPLENTE";50000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002351305;"ROBERIO DOS SANTOS BENEDITO";"#NULO";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";122;"NÃO ELEITO";0;"#NULO";"#NULO";380000
250001881831;"JUAREZ PEREIRA DA SILVA";"#NULO";"UNIÃO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";15020;"SUPLENTE";470111,3;"FUNDO PARTIDARIO, FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";242337,16
250001881809;"RUBENS ALBERTO GATTI NUNES";"#NULO";"UNIÃO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"S";"DEFERIDO";101549;"ELEITO POR QP";2190134,39;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";572209,55
250001881793;"RICARDO TEIXEIRA";"#NULO";"UNIÃO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";31566;"ELEITO POR QP";861102,45;"FUNDO PARTIDARIO, FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";774491,99
250001933096;"VALDETE GOMES DUTRA PEREIRA";"#NULO";"PODE";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";722;"SUPLENTE";80000;"FUNDO ESPECIAL";"Recursos de partido político";23000
250001933054;"DANILO ERRERIA CORTEZ DE SOUZA";"#NULO";"PODE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";58676;"ELEITO POR QP";639999,99;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";172836,66
250001933059;"PAULO SERGIO ABOU ANNI";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";17943;"SUPLENTE";404513,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";1690895
250001933074;"MARIA LÚCIA DA SILVA";"#NULO";"PODE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ENFERMEIRO";"#NE";"N";"DEFERIDO";590;"SUPLENTE";150000;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";422534,98
250001933075;"RICARDO HOLZ VIDAL DOS SANTOS";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";3494;"SUPLENTE";347000;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";3066228,11
250002387343;"VINICIUS ALVES SCHAEFER";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"#NE";"N";"DEFERIDO";776;"SUPLENTE";138461,5;"FUNDO ESPECIAL";"Recursos de partido político";67783,1
250001933069;"KEDNEY QUEIROZ DOS SANTOS";"#NULO";"PODE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";1034;"SUPLENTE";115461,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político";420000
250001933090;"LUCIANO GALESCO";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";3628;"SUPLENTE";250000;"FUNDO ESPECIAL";"Recursos de partido político";7000
250001933098;"LUIZ PAULO MADALHANO MAGALHÃES";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";12417;"SUPLENTE";518063,88;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político, Recursos de pessoas físicas";NA
250001933097;"WELLINGTON DE PAULO RIBEIRO";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";2696;"SUPLENTE";324000;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político";18000
250002170094;"LUCAS ANTONIO NIZUMA SIMABUKULO";"#NULO";"PSTU";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"AMARELA";"PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS";"#NE";"N";"DEFERIDO";458;"NÃO ELEITO";72305,2;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas";NA
250002146924;"CARLA CACCIAFIORI";"#NULO";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"RELAÇÕES-PÚBLICAS";"#NE";"N";"DEFERIDO";216;"NÃO ELEITO";2500;"OUTROS RECURSOS";"Recursos próprios";861000
250002146920;"ALESSANDRO RODRIGO SCARAFICCI CASTRO";"#NULO";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"S";"DEFERIDO";3576;"NÃO ELEITO";24624;"OUTROS RECURSOS";"Recursos de pessoas físicas";2750730,64
250002174675;"RENATA DEL BIANCO RAISER";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"VETERINÁRIO";"#NE";"N";"DEFERIDO";121;"SUPLENTE";0;"#NULO";"#NULO";58000
250002174685;"JANAINA CARLA DE LIMA";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"S";"DEFERIDO";12215;"SUPLENTE";1218450,47;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";103376,42
250002174677;"JANAINA CONCEIÇÃO PASCHOAL";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";48893;"ELEITO POR QP";361700;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";2461253,51
250002174684;"ISRAEL NANTES SANTOS";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";112484;"ELEITO POR QP";324811,61;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";573332
250002174671;"GILMARA VANZO CRISTAO";"#NULO";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"#NE";"N";"DEFERIDO";89;"SUPLENTE";0;"#NULO";"#NULO";1150000
250002174681;"ANTONIO CARLOS ALVES DA SILVA";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";765;"SUPLENTE";8890;"OUTROS RECURSOS";"Recursos próprios, Recursos de pessoas físicas";NA
250002174659;"FERNANDO ROCHA GARCIA";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";233;"SUPLENTE";NA;NA;NA;290000
250002079336;"MARINA COELHO DA FONSECA";"#NULO";"NOVO";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ESCRITOR E CRÍTICO";"#NE";"N";"DEFERIDO";793;"SUPLENTE";7244,9;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";209945,6
250002079317;"JEFFERSON GUILARDUCCI DE ALVARENGA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"#NE";"N";"DEFERIDO";250;"SUPLENTE";6334,9;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";185385
250002079298;"SOLANGE FERNANDES DE LIMA";"#NULO";"NOVO";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";233;"SUPLENTE";6604,9;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";NA
250002079341;"LINCOLN VIEIRA BAILHÃO";"#NULO";"NOVO";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";1462;"SUPLENTE";7007,3;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";210000
250002079300;"DANILO DA CUNHA BARBOSA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";227;"SUPLENTE";6900,9;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";247700
250002079343;"DULCEVAL ANDRADE DE SANTANA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"PROFESSOR DE ENSINO SUPERIOR";"#NE";"N";"DEFERIDO";321;"SUPLENTE";12569,8;"FUNDO ESPECIAL";"Recursos de partido político";10000
250002079320;"GERSON ALVES DOS SANTOS";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";237;"SUPLENTE";12769,8;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de pessoas físicas, Recursos de partido político";25000
250002079333;"GILBERTO PEREIRA SOUZA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR INCOMPLETO";"VIÚVO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";316;"SUPLENTE";6584,99;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";3e+05
250002079344;"TAMIRIS CAMPARI DE SOUZA LUZ";"#NULO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";292;"SUPLENTE";6689,9;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";81897,6
250002079318;"ROGERIO ALVES";"#NULO";"NOVO";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"MOTORISTA PARTICULAR";"#NE";"N";"DEFERIDO";91;"SUPLENTE";12871,8;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";396000
250001977592;"GILSON CAMPOS";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"CANTOR E COMPOSITOR";"#NE";"N";"DEFERIDO";223;"SUPLENTE";100660;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";NA
250001977601;"AMITABH RANJAN";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"FOTÓGRAFO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";128;"SUPLENTE";59375,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";NA
250001977577;"FLAVIO FRANCISCO DE ALMEIDA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PROFESSOR DE ENSINO FUNDAMENTAL";"#NE";"N";"DEFERIDO";2657;"SUPLENTE";64821;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";113900
250001977584;"JULIANA APARECIDA DE SOUZA PIRES";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";405;"SUPLENTE";45177,5;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";10771,69
250001977599;"CRISTIANE NAOMI TANIZAKI";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"AMARELA";"OUTROS";"#NE";"N";"DEFERIDO";283;"SUPLENTE";66927,5;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";274000
250001977564;"ANDRÉ LUIZ SANTOS ESTEVES";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"VEREADOR";"#NE";"S";"DEFERIDO";41379;"ELEITO POR MÉDIA";833076;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";320319,42
250001977580;"WILLY GARCIA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"#NE";"N";"DEFERIDO";1808;"SUPLENTE";110085;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";244000
250002357446;"MARCELO MARQUES DE ARAÚJO";"#NULO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";179;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";357500
250002357438;"UBIRADILSON DA SILVA";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";72;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002357448;"AILTON BAPTISTA DE ANDRADE";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"CANTOR E COMPOSITOR";"#NE";"N";"DEFERIDO";159;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002357411;"OSMAR SOSSAI";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"#NE";"N";"DEFERIDO";255;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002075133;"MARCIA VALÉRIA MARQUES LOPES SAQUETO";"#NULO";"PRD";"FEMININO";"SUPERIOR INCOMPLETO";"SEPARADO(A) JUDICIALMENTE";"PRETA";"RELAÇÕES-PÚBLICAS";"#NE";"N";"DEFERIDO";136;"NÃO ELEITO";50000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002075129;"PAULO ROGÉRIO DA COSTA COUTINHO";"#NULO";"PRD";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";727;"NÃO ELEITO";61500;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";254000
250002075155;"JOSE ARIVALDO RODRIGUES";"#NULO";"PRD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"#NE";"N";"DEFERIDO";5439;"NÃO ELEITO";523000;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";1067258
250002075172;"SANDRA PEDROSA GARCIA DOS SANTOS";"#NULO";"PRD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ARQUITETO";"#NE";"N";"DEFERIDO";236;"NÃO ELEITO";35000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002181664;"DANILO AQUINO ISRAEL DE SOUZA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";105;"NÃO ELEITO";40003;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";NA
250002181667;"PAULO HENRIQUE MENDANHA DE FARIA ARRISCADO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"#NE";"N";"DEFERIDO";344;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002181690;"RENAN OLIVEIRA DE SOUZA E SILVA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";98;"NÃO ELEITO";8407,8;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos, Recursos próprios";1770000
250002181697;"DIMAS HELFENSTEIN NETO";"#NULO";"CIDADANIA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";108;"NÃO ELEITO";15860,44;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";772893
250002181689;"ALESSANDRA MIRALLA LOUZA";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";288;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002181682;"RAIMUNDO NONATO BARBOSA DA SILVA";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";509;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250001973502;"JOSÉ APARECIDO MENDES";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";155;"SUPLENTE";45000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250001973470;"RITA DE CASSIA BORGES DOS SANTOS GUEDES";"#NULO";"PL";"FEMININO";"SUPERIOR INCOMPLETO";"VIÚVO(A)";"PARDA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";2807;"SUPLENTE";50000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002052109;"PAULO PEREIRA ROCHA";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";460;"SUPLENTE";41967,92;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";29355
250002052085;"ALEX ADRIANO ALCAZAR FERNANDES";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";788;"SUPLENTE";36884,51;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios, Recursos de outros candidatos";33334
250002052103;"AUDEIDE CARDOSO";"#NULO";"PSOL";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"INDEFERIDO COM RECURSO";988;"SUPLENTE";58867,92;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";NA
250002052128;"EDSON GONÇALVES PELAGALO OLIVEIRA SILVA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"#NE";"N";"DEFERIDO";2600;"SUPLENTE";232368,4;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos, Recursos de Financiamento Coletivo, Recursos próprios";1126920
250002052136;"SENIVALDO ALVES DA SILVA";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"COMERCIANTE";"#NE";"N";"DEFERIDO";1913;"SUPLENTE";57534,6;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";74529,19
250002052120;"PEDRO COBBETT STAEL MARKUN";"#NULO";"REDE";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";627;"SUPLENTE";326906,28;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Recursos próprios, Recursos de outros candidatos";656739,32
250002052091;"SAMUEL RODRIGUES SILVA DOS SANTOS";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";"#NE";"N";"DEFERIDO";774;"SUPLENTE";63134,6;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas";NA
250002052087;"SOLANGE BENEIT DOS SANTOS";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"#NE";"N";"DEFERIDO";539;"SUPLENTE";10000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002018911;"ANDRÉ LUIS FEITOSA MINEIRO";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";881;"NÃO ELEITO";0;"#NULO";"#NULO";50000
250002018912;"MÁRCIA LOPES DE ARAÚJO";"#NULO";"MOBILIZA";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"#NE";"S";"DEFERIDO";191;"NÃO ELEITO";15000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002018914;"MAICON SULIVAN DE LIMA";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";591;"NÃO ELEITO";2426;"OUTROS RECURSOS";"Recursos próprios, Recursos de pessoas físicas";60000
250002018919;"JOÃO FRANCISCO GARCIA";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";834;"NÃO ELEITO";84000;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";204258,42
