"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA";"ST_REELEICAO"
250000687491;"JOSÉ VALDENÊ TAVARES DE OLIVEIRA";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";NA;1765;"NÃO ELEITO";5442,23;"FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de partido político, Recursos de outros candidatos";"N"
250000687529;"MARÍLIA FIGUEIRA STRUMIELLO";"#NULO";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";627251,64;111;"NÃO ELEITO";3137,38;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de outros candidatos, Recursos de partido político";"N"
250000686824;"NORLAY ICLAY PEREIRA COSTA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";439292,28;91;"SUPLENTE";22451,43;"FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000686856;"CAROLINA OLGA FERNANDEZ GOMEZ";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"INDÍGENA";"OUTROS";"APTO";NA;106;"SUPLENTE";10427,02;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000686846;"ALZIRA BOMBONATO DE MELO RIOS DA SILVA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENFERMEIRO";"APTO";65000;546;"SUPLENTE";6658,7;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000686817;"ANDRÉA WERNER SILVA BONOLI";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";6e+05;17565;"SUPLENTE";74794,23;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000686822;"ELTON SILVA DOS SANTOS";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;269;"SUPLENTE";8482,88;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000686839;"RODRIGO JALLOUL";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"FEIRANTE, AMBULANTE E MASCATE";"APTO";NA;1623;"SUPLENTE";14823,93;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000686818;"RUI TORQUATO OLIVEIRA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";335000;1351;"SUPLENTE";26004,89;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000686873;"RENATA APARECIDA MORAIS DE VASCONCELOS";"#NULO";"PSOL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";NA;659;"SUPLENTE";4219,74;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000686868;"JUSSARA BASSO DOS SANTOS";"#NULO";"PSOL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";NA;21172;"SUPLENTE";100151,76;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de pessoas físicas, Recursos de partido político";"N"
250000707268;"MARIA DA GRAÇA DIAS FERRARI";"#NULO";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";25000;307;"SUPLENTE";2950,5;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000707296;"GISLAINE SANTANA";"#NULO";"PP";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"TÉCNICO DE LABORATÓRIO E RAIOS X";"APTO";NA;162;"SUPLENTE";0;"#NULO";"#NULO";"N"
250001097167;"EDUARDO COSME DE JESUS BARBOSA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"CABELEIREIRO E BARBEIRO";"APTO";NA;636;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097223;"WILKY ANDRADE OKAGAWA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";4000;223;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001263243;"LUIZ CARLOS GONÇALVES DE BRITO";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;302;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097210;"ANDREY FELIPE BRÁS BLANCO DA SILVA";"#NULO";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";54000;817;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097190;"ANA CLAUDIA SEVERINO RIVERA";"#NULO";"PTC";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PRETA";"COZINHEIRO";"APTO";NA;103;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097179;"CHU NENG TE";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";2565000;479;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001263245;"DOUGLAS SIMA MOREIRA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"EMPRESÁRIO";"APTO";1e+06;63;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097228;"JEAN CLARET DE OLIVEIRA";"#NULO";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"FARMACÊUTICO";"APTO";80000;330;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097222;"MARLI ALMEIDA DA SILVA";"#NULO";"PTC";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"PARDA";"COMERCIANTE";"APTO";9000;141;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001097169;"MARILÚ DE PAULA AMARANTE";"#NULO";"PTC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"OUTROS";"APTO";NA;49;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001097173;"DENIVIA ROSA DOS SANTOS OLIVEIRA";"#NULO";"PTC";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";2e+05;48;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001097170;"ISAAC BRITES";"#NULO";"PTC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";263000;458;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097226;"WAGNER BARBOSA DA SILVA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";30000;351;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097195;"SÉRGIO SANTOS DE MELO";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";NA;739;"NÃO ELEITO";10021,9;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"S"
250000811443;"ERNESTO TEIXEIRA DA CUNHA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";176048,34;3450;"SUPLENTE";100410;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250000811393;"JOCINARA MOREIRA DA SILVA";"#NULO";"PODE";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";9000;333;"SUPLENTE";24540;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811422;"VLADIMIR FERNANDES DE ALMEIDA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"QUÍMICO";"APTO";NA;1764;"SUPLENTE";33310;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811445;"RODRIGO DA SILVA VIANNA";"#NULO";"PODE";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;598;"SUPLENTE";10000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811418;"OTACILIO MACHADO PINHEIRO";"#NULO";"PODE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;363;"SUPLENTE";9820;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811406;"LUIZ HENRIQUE CORONADO DA PAZ";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";19775,22;1736;"SUPLENTE";23335;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000811378;"ANTONIO CARLOS PEREIRA SILVA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROGRAMADOR DE COMPUTADOR";"APTO";201000;1098;"SUPLENTE";10947;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos próprios, Recursos de partido político";"N"
250000811421;"VANICE IZAURA CAMARGO COSTA DA SILVA";"#NULO";"PODE";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";1450000;461;"SUPLENTE";10320;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811449;"FRANCISCO CARLOS DA SILVA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ANALISTA DE SISTEMAS";"APTO";894957,38;4005;"SUPLENTE";116530;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001041970;"ALEXANDRE GONÇALVES";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";280000;455;"NÃO ELEITO";5910;"OUTROS RECURSOS";"Recursos próprios, Recursos de pessoas físicas";"N"
250001041957;"RISLAINE FEITOZA ALVES";"#NULO";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;4;"NÃO ELEITO";941,5;"OUTROS RECURSOS";"Recursos de partido político";"N"
250001041997;"MARCIO LUIZ FRANCISCO DE LIMA PEREIRA";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";NA;450;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001041965;"ALEXANDRE GUIMARÃES DA COSTA ALECRIM";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";NA;232;"NÃO ELEITO";1800;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250001041979;"RICARDO ROCCHI";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"OUTROS";"APTO";3e+05;109;"NÃO ELEITO";1220;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250001259483;"AELISON ALCANTARA DE QUEIROZ";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";NA;458;"NÃO ELEITO";1501,5;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político";"N"
250001041959;"VALERIA TAVARES DA SILVA";"#NULO";"PRTB";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"PADEIRO, CONFEITEIRO E ASSEMELHADOS";"APTO";747,04;1;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001041996;"LUCIANA APARECIDA FONTES";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";1e+05;86;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001041994;"ERNESTINA LUIZA DOS SANTOS RAIOL";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";NA;230;"NÃO ELEITO";15670;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250001042005;"EVERALDO JOSE RIBEIRO";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";NA;247;"NÃO ELEITO";941,5;"OUTROS RECURSOS";"Recursos de partido político";"N"
250001041978;"PATRICIA MOREIRA CANUTO";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";160000;196;"NÃO ELEITO";941,5;"OUTROS RECURSOS";"Recursos de partido político";"N"
250001042006;"CRISTINA ALVES DE GODOY";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PSICÓLOGO";"APTO";51074,26;1879;"NÃO ELEITO";13485,05;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001041964;"FABIO MITSUO MARIA";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"AMARELA";"EMPRESÁRIO";"APTO";NA;338;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250000706717;"SAMANTHA FREIRE DIAS";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"BIOMÉDICO";"APTO";NA;92;"SUPLENTE";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706754;"MÁRCIO VINICIUS DE MORAES";"#NULO";"PV";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";NA;174;"SUPLENTE";NA;NA;NA;"N"
250000706749;"REGINA PEDROSO CAMINHA";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";1097000;374;"SUPLENTE";10070;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000706735;"HENRIQUE MORGAN DE AGUIAR FILHO";"#NULO";"PV";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";364932,85;45;"SUPLENTE";10724,1;"OUTROS RECURSOS";"Recursos próprios";"N"
250000706759;"ROBERTO CARLOS FLAVIANO";"#NULO";"PV";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;207;"SUPLENTE";3000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706736;"DILCEA CYRNE ALVES AUGUSTO";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";NA;122;"SUPLENTE";7000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706748;"JURANDIR MARQUES DA SILVA";"#NULO";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";NA;210;"SUPLENTE";3000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706731;"ELOISA LIMA PEREIRA";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";436203,08;310;"SUPLENTE";8000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706720;"SERGIO NAVARRA";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";85000;128;"SUPLENTE";3000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001273997;"ESTER DA SILVA";"#NULO";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"DETETIVE PARTICULAR";"APTO";298000;27;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000706739;"MARTHA CHRISTINA CAMPOS DE ARAUJO";"#NULO";"PV";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ARTISTA PLÁSTICO E ASSEMELHADOS";"APTO";590000;220;"SUPLENTE";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706714;"REGINALDO DE CARVALHO LOPES";"#NULO";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;597;"SUPLENTE";9000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706738;"RAUL THAME DE TOLEDO ALMEIDA";"#NULO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";39000;532;"SUPLENTE";36000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883853;"ADÃO DIVINO DO NASCIMENTO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"DIRETOR DE EMPRESAS";"APTO";292441;406;"SUPLENTE";2817,5;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925970;"LEVI VIEIRA SERRA";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";NA;294;"SUPLENTE";5995;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925925;"LENIR MARIA DE OLIVEIRA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"DONA DE CASA";"APTO";NA;207;"SUPLENTE";17120;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925919;"VALTER SANTIAGO";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";NA;580;"SUPLENTE";13495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883857;"CLAUDIO LUIZ GONÇALVES DE ALMEIDA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"OUTROS";"APTO";76768,99;319;"SUPLENTE";11105,48;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250000883847;"DEFERSON FEITOSA DE LIMA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;772;"SUPLENTE";11325,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000883889;"NANCI DAMIÃO";"#NULO";"REPUBLICANOS";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;239;"SUPLENTE";12265,5;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883906;"ROQUE PEREIRA MORAIS";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";13000;775;"SUPLENTE";2432,48;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925988;"REGINA CELIA SALLES";"#NULO";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ASSISTENTE SOCIAL";"APTO";NA;274;"SUPLENTE";18916,6;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250000925964;"MARCIO ALVARES DE SOUZA";"#NULO";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"COMERCIANTE";"APTO";433000;1329;"SUPLENTE";17495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925928;"MARIA JOSEILDA REIS DA SILVA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIÁRIO";"APTO";NA;119;"SUPLENTE";10120;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925972;"NILTON TÁPIA VIDAL";"#NULO";"PSC";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";NA;98;"SUPLENTE";7620;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925927;"JOSE MANOEL DE LIRA FILHO";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL";"APTO";8000;508;"SUPLENTE";11495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883840;"JOSÉ ARIVALDO RODRIGUES";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"APTO";977032,09;11746;"SUPLENTE";335658,93;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000883839;"PAULO SERGIO DOS REIS";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"APTO";NA;1151;"SUPLENTE";1838,25;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883865;"DOUGLAS WILSON CAMARGO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";184354,97;99;"SUPLENTE";1906,75;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925930;"ODILIA EXPEDITA DE SOUSA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";314000;465;"SUPLENTE";17120;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883887;"GERALDO FLORENCIO DOS SANTOS";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";100457,62;561;"SUPLENTE";3269,48;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883838;"RAIMUNDO JOÃO SEBASTIÃO";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";176390,23;785;"SUPLENTE";2857,5;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883831;"DIVALDO ROSA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";301752,26;2845;"SUPLENTE";51386,92;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000883901;"JAIRO DE OLIVEIRA SERGIO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"APTO";NA;1023;"SUPLENTE";6502,5;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000883863;"CLAUDINEI ALEXANDRE PIRES";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PRETA";"ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS";"APTO";NA;2960;"SUPLENTE";138105;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925915;"EDIVALDO MARCELO ABENÇOADO DOS SANTOS LEAL";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";222555,54;834;"SUPLENTE";11500;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001016173;"LEONARDO DOS SANTOS RAMOS";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";200059,11;859;"SUPLENTE";23074,74;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001016159;"ANDRE DE LUCCA VENTURINI";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";31701,5;1990;"SUPLENTE";23781,74;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001016162;"ENIO MARIN VERGEIRO";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";751058,91;1117;"SUPLENTE";19521,74;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
